code,name,metric,sex,age,in,out,net,abs
01223,根室市,male_total,男,総数,11,9,2,2
01223,根室市,male_0_9,男,0-9歳,0,1,-1,1
01223,根室市,male_10_19,男,10-19歳,0,0,0,0
01223,根室市,male_20_29,男,20-29歳,3,3,0,0
01223,根室市,male_30_39,男,30-39歳,3,2,1,1
01223,根室市,male_40_49,男,40-49歳,1,2,-1,1
01223,根室市,male_50_59,男,50-59歳,3,1,2,2
01223,根室市,male_60_plus,男,60歳以上,1,0,1,1
01223,根室市,male_unknown,男,不詳/その他,0,0,0,0
01223,根室市,female_total,女,総数,8,5,3,3
01223,根室市,female_0_9,女,0-9歳,2,1,1,1
01223,根室市,female_10_19,女,10-19歳,0,0,0,0
01223,根室市,female_20_29,女,20-29歳,2,4,-2,2
01223,根室市,female_30_39,女,30-39歳,1,0,1,1
01223,根室市,female_40_49,女,40-49歳,1,0,1,1
01223,根室市,female_50_59,女,50-59歳,1,0,1,1
01223,根室市,female_60_plus,女,60歳以上,1,0,1,1
01223,根室市,female_unknown,女,不詳/その他,0,0,0,0
45000,宮崎県,both_total,総数,総数,39,34,5,5
45000,宮崎県,both_0_9,総数,0-9歳,8,7,1,1
45000,宮崎県,both_10_19,総数,10-19歳,4,0,4,4
45000,宮崎県,both_20_29,総数,20-29歳,13,7,6,6
45000,宮崎県,both_30_39,総数,30-39歳,8,13,-5,5
45000,宮崎県,both_40_49,総数,40-49歳,3,4,-1,1
45000,宮崎県,both_50_59,総数,50-59歳,2,1,1,1
45000,宮崎県,both_60_plus,総数,60歳以上,1,2,-1,1
45000,宮崎県,both_unknown,総数,不詳/その他,0,0,0,0
45000,宮崎県,male_total,男,総数,29,19,10,10
45000,宮崎県,male_0_9,男,0-9歳,6,1,5,5
45000,宮崎県,male_10_19,男,10-19歳,3,0,3,3
45000,宮崎県,male_20_29,男,20-29歳,12,4,8,8
45000,宮崎県,male_30_39,男,30-39歳,5,9,-4,4
45000,宮崎県,male_40_49,男,40-49歳,1,3,-2,2
45000,宮崎県,male_50_59,男,50-59歳,1,1,0,0
45000,宮崎県,male_60_plus,男,60歳以上,1,1,0,0
45000,宮崎県,male_unknown,男,不詳/その他,0,0,0,0
45000,宮崎県,female_total,女,総数,10,15,-5,5
45000,宮崎県,female_0_9,女,0-9歳,2,6,-4,4
45000,宮崎県,female_10_19,女,10-19歳,1,0,1,1
45000,宮崎県,female_20_29,女,20-29歳,1,3,-2,2
45000,宮崎県,female_30_39,女,30-39歳,3,4,-1,1
45000,宮崎県,female_40_49,女,40-49歳,2,1,1,1
45000,宮崎県,female_50_59,女,50-59歳,1,0,1,1
45000,宮崎県,female_60_plus,女,60歳以上,0,1,-1,1
45000,宮崎県,female_unknown,女,不詳/その他,0,0,0,0
01586,むかわ町,both_total,総数,総数,15,11,4,4
01586,むかわ町,both_0_9,総数,0-9歳,0,0,0,0
01586,むかわ町,both_10_19,総数,10-19歳,3,2,1,1
01586,むかわ町,both_20_29,総数,20-29歳,2,4,-2,2
01586,むかわ町,both_30_39,総数,30-39歳,2,2,0,0
01586,むかわ町,both_40_49,総数,40-49歳,3,3,0,0
01586,むかわ町,both_50_59,総数,50-59歳,3,0,3,3
01586,むかわ町,both_60_plus,総数,60歳以上,2,0,2,2
01586,むかわ町,both_unknown,総数,不詳/その他,0,0,0,0
01586,むかわ町,male_total,男,総数,8,7,1,1
01586,むかわ町,male_0_9,男,0-9歳,0,0,0,0
01586,むかわ町,male_10_19,男,10-19歳,0,1,-1,1
01586,むかわ町,male_20_29,男,20-29歳,1,2,-1,1
01586,むかわ町,male_30_39,男,30-39歳,2,2,0,0
01586,むかわ町,male_40_49,男,40-49歳,2,2,0,0
01586,むかわ町,male_50_59,男,50-59歳,2,0,2,2
01586,むかわ町,male_60_plus,男,60歳以上,1,0,1,1
01586,むかわ町,male_unknown,男,不詳/その他,0,0,0,0
01586,むかわ町,female_total,女,総数,7,4,3,3
01586,むかわ町,female_0_9,女,0-9歳,0,0,0,0
01586,むかわ町,female_10_19,女,10-19歳,3,1,2,2
01586,むかわ町,female_20_29,女,20-29歳,1,2,-1,1
01586,むかわ町,female_30_39,女,30-39歳,0,0,0,0
01586,むかわ町,female_40_49,女,40-49歳,1,1,0,0
01586,むかわ町,female_50_59,女,50-59歳,1,0,1,1
01586,むかわ町,female_60_plus,女,60歳以上,1,0,1,1
01586,むかわ町,female_unknown,女,不詳/その他,0,0,0,0
01607,浦河町,both_total,総数,総数,15,19,-4,4
01607,浦河町,both_0_9,総数,0-9歳,1,3,-2,2
01607,浦河町,both_10_19,総数,10-19歳,1,1,0,0
01607,浦河町,both_20_29,総数,20-29歳,3,8,-5,5
01607,浦河町,both_30_39,総数,30-39歳,5,2,3,3
01607,浦河町,both_40_49,総数,40-49歳,2,1,1,1
01607,浦河町,both_50_59,総数,50-59歳,2,4,-2,2
01607,浦河町,both_60_plus,総数,60歳以上,1,0,1,1
01607,浦河町,both_unknown,総数,不詳/その他,0,0,0,0
01607,浦河町,male_total,男,総数,8,12,-4,4
01607,浦河町,male_0_9,男,0-9歳,0,0,0,0
01607,浦河町,male_10_19,男,10-19歳,1,1,0,0
01607,浦河町,male_20_29,男,20-29歳,1,7,-6,6
01607,浦河町,male_30_39,男,30-39歳,4,1,3,3
01607,浦河町,male_40_49,男,40-49歳,1,0,1,1
01607,浦河町,male_50_59,男,50-59歳,1,3,-2,2
01607,浦河町,male_60_plus,男,60歳以上,0,0,0,0
01607,浦河町,male_unknown,男,不詳/その他,0,0,0,0
01607,浦河町,female_total,女,総数,7,7,0,0
01607,浦河町,female_0_9,女,0-9歳,1,3,-2,2
01607,浦河町,female_10_19,女,10-19歳,0,0,0,0
01607,浦河町,female_20_29,女,20-29歳,2,1,1,1
01607,浦河町,female_30_39,女,30-39歳,1,1,0,0
01607,浦河町,female_40_49,女,40-49歳,1,1,0,0
01607,浦河町,female_50_59,女,50-59歳,1,1,0,0
01607,浦河町,female_60_plus,女,60歳以上,1,0,1,1
01607,浦河町,female_unknown,女,不詳/その他,0,0,0,0
06000,山形県,both_total,総数,総数,21,25,-4,4
06000,山形県,both_0_9,総数,0-9歳,2,4,-2,2
06000,山形県,both_10_19,総数,10-19歳,1,4,-3,3
06000,山形県,both_20_29,総数,20-29歳,6,7,-1,1
06000,山形県,both_30_39,総数,30-39歳,8,2,6,6
06000,山形県,both_40_49,総数,40-49歳,4,4,0,0
06000,山形県,both_50_59,総数,50-59歳,0,2,-2,2
06000,山形県,both_60_plus,総数,60歳以上,0,2,-2,2
06000,山形県,both_unknown,総数,不詳/その他,0,0,0,0
06000,山形県,male_total,男,総数,15,14,1,1
06000,山形県,male_0_9,男,0-9歳,1,0,1,1
06000,山形県,male_10_19,男,10-19歳,0,1,-1,1
06000,山形県,male_20_29,男,20-29歳,3,4,-1,1
06000,山形県,male_30_39,男,30-39歳,7,1,6,6
06000,山形県,male_40_49,男,40-49歳,4,4,0,0
06000,山形県,male_50_59,男,50-59歳,0,2,-2,2
06000,山形県,male_60_plus,男,60歳以上,0,2,-2,2
06000,山形県,male_unknown,男,不詳/その他,0,0,0,0
06000,山形県,female_total,女,総数,6,11,-5,5
06000,山形県,female_0_9,女,0-9歳,1,4,-3,3
06000,山形県,female_10_19,女,10-19歳,1,3,-2,2
06000,山形県,female_20_29,女,20-29歳,3,3,0,0
06000,山形県,female_30_39,女,30-39歳,1,1,0,0
06000,山形県,female_40_49,女,40-49歳,0,0,0,0
06000,山形県,female_50_59,女,50-59歳,0,0,0,0
06000,山形県,female_60_plus,女,60歳以上,0,0,0,0
06000,山形県,female_unknown,女,不詳/その他,0,0,0,0
38000,愛媛県,both_total,総数,総数,25,21,4,4
38000,愛媛県,both_0_9,総数,0-9歳,0,0,0,0
38000,愛媛県,both_10_19,総数,10-19歳,3,1,2,2
38000,愛媛県,both_20_29,総数,20-29歳,13,9,4,4
38000,愛媛県,both_30_39,総数,30-39歳,2,5,-3,3
38000,愛媛県,both_40_49,総数,40-49歳,2,3,-1,1
38000,愛媛県,both_50_59,総数,50-59歳,3,2,1,1
38000,愛媛県,both_60_plus,総数,60歳以上,2,1,1,1
38000,愛媛県,both_unknown,総数,不詳/その他,0,0,0,0
38000,愛媛県,male_total,男,総数,15,8,7,7
38000,愛媛県,male_0_9,男,0-9歳,0,0,0,0
38000,愛媛県,male_10_19,男,10-19歳,2,0,2,2
38000,愛媛県,male_20_29,男,20-29歳,5,1,4,4
38000,愛媛県,male_30_39,男,30-39歳,2,3,-1,1
38000,愛媛県,male_40_49,男,40-49歳,2,2,0,0
38000,愛媛県,male_50_59,男,50-59歳,3,1,2,2
38000,愛媛県,male_60_plus,男,60歳以上,1,1,0,0
38000,愛媛県,male_unknown,男,不詳/その他,0,0,0,0
38000,愛媛県,female_total,女,総数,10,13,-3,3
38000,愛媛県,female_0_9,女,0-9歳,0,0,0,0
38000,愛媛県,female_10_19,女,10-19歳,1,1,0,0
38000,愛媛県,female_20_29,女,20-29歳,8,8,0,0
38000,愛媛県,female_30_39,女,30-39歳,0,2,-2,2
38000,愛媛県,female_40_49,女,40-49歳,0,1,-1,1
38000,愛媛県,female_50_59,女,50-59歳,0,1,-1,1
38000,愛媛県,female_60_plus,女,60歳以上,1,0,1,1
38000,愛媛県,female_unknown,女,不詳/その他,0,0,0,0
42000,長崎県,both_total,総数,総数,12,16,-4,4
42000,長崎県,both_0_9,総数,0-9歳,2,1,1,1
42000,長崎県,both_10_19,総数,10-19歳,1,1,0,0
42000,長崎県,both_20_29,総数,20-29歳,2,6,-4,4
42000,長崎県,both_30_39,総数,30-39歳,4,3,1,1
42000,長崎県,both_40_49,総数,40-49歳,3,3,0,0
42000,長崎県,both_50_59,総数,50-59歳,0,0,0,0
42000,長崎県,both_60_plus,総数,60歳以上,0,2,-2,2
42000,長崎県,both_unknown,総数,不詳/その他,0,0,0,0
42000,長崎県,male_total,男,総数,8,11,-3,3
42000,長崎県,male_0_9,男,0-9歳,0,1,-1,1
42000,長崎県,male_10_19,男,10-19歳,1,1,0,0
42000,長崎県,male_20_29,男,20-29歳,1,4,-3,3
42000,長崎県,male_30_39,男,30-39歳,3,1,2,2
42000,長崎県,male_40_49,男,40-49歳,3,3,0,0
42000,長崎県,male_50_59,男,50-59歳,0,0,0,0
42000,長崎県,male_60_plus,男,60歳以上,0,1,-1,1
42000,長崎県,male_unknown,男,不詳/その他,0,0,0,0
42000,長崎県,female_total,女,総数,4,5,-1,1
42000,長崎県,female_0_9,女,0-9歳,2,0,2,2
42000,長崎県,female_10_19,女,10-19歳,0,0,0,0
42000,長崎県,female_20_29,女,20-29歳,1,2,-1,1
42000,長崎県,female_30_39,女,30-39歳,1,2,-1,1
42000,長崎県,female_40_49,女,40-49歳,0,0,0,0
42000,長崎県,female_50_59,女,50-59歳,0,0,0,0
42000,長崎県,female_60_plus,女,60歳以上,0,1,-1,1
42000,長崎県,female_unknown,女,不詳/その他,0,0,0,0
01428,長沼町,both_total,総数,総数,10,13,-3,3
01428,長沼町,both_0_9,総数,0-9歳,1,1,0,0
01428,長沼町,both_10_19,総数,10-19歳,2,1,1,1
01428,長沼町,both_20_29,総数,20-29歳,2,4,-2,2
01428,長沼町,both_30_39,総数,30-39歳,2,2,0,0
01428,長沼町,both_40_49,総数,40-49歳,0,3,-3,3
01428,長沼町,both_50_59,総数,50-59歳,1,1,0,0
01428,長沼町,both_60_plus,総数,60歳以上,2,1,1,1
01428,長沼町,both_unknown,総数,不詳/その他,0,0,0,0
01428,長沼町,male_total,男,総数,4,8,-4,4
01428,長沼町,male_0_9,男,0-9歳,0,1,-1,1
01428,長沼町,male_10_19,男,10-19歳,1,0,1,1
01428,長沼町,male_20_29,男,20-29歳,1,4,-3,3
01428,長沼町,male_30_39,男,30-39歳,1,1,0,0
01428,長沼町,male_40_49,男,40-49歳,0,2,-2,2
01428,長沼町,male_50_59,男,50-59歳,1,0,1,1
01428,長沼町,male_60_plus,男,60歳以上,0,0,0,0
01428,長沼町,male_unknown,男,不詳/その他,0,0,0,0
01428,長沼町,female_total,女,総数,6,5,1,1
01428,長沼町,female_0_9,女,0-9歳,1,0,1,1
01428,長沼町,female_10_19,女,10-19歳,1,1,0,0
01428,長沼町,female_20_29,女,20-29歳,1,0,1,1
01428,長沼町,female_30_39,女,30-39歳,1,1,0,0
01428,長沼町,female_40_49,女,40-49歳,0,1,-1,1
01428,長沼町,female_50_59,女,50-59歳,0,1,-1,1
01428,長沼町,female_60_plus,女,60歳以上,2,1,1,1
01428,長沼町,female_unknown,女,不詳/その他,0,0,0,0
15000,新潟県,both_total,総数,総数,29,26,3,3
15000,新潟県,both_0_9,総数,0-9歳,5,8,-3,3
15000,新潟県,both_10_19,総数,10-19歳,4,4,0,0
15000,新潟県,both_20_29,総数,20-29歳,6,3,3,3
15000,新潟県,both_30_39,総数,30-39歳,6,6,0,0
15000,新潟県,both_40_49,総数,40-49歳,4,2,2,2
15000,新潟県,both_50_59,総数,50-59歳,4,1,3,3
15000,新潟県,both_60_plus,総数,60歳以上,0,2,-2,2
15000,新潟県,both_unknown,総数,不詳/その他,0,0,0,0
15000,新潟県,male_total,男,総数,15,16,-1,1
15000,新潟県,male_0_9,男,0-9歳,0,4,-4,4
15000,新潟県,male_10_19,男,10-19歳,1,4,-3,3
15000,新潟県,male_20_29,男,20-29歳,6,2,4,4
15000,新潟県,male_30_39,男,30-39歳,3,3,0,0
15000,新潟県,male_40_49,男,40-49歳,3,1,2,2
15000,新潟県,male_50_59,男,50-59歳,2,1,1,1
15000,新潟県,male_60_plus,男,60歳以上,0,1,-1,1
15000,新潟県,male_unknown,男,不詳/その他,0,0,0,0
15000,新潟県,female_total,女,総数,14,10,4,4
15000,新潟県,female_0_9,女,0-9歳,5,4,1,1
15000,新潟県,female_10_19,女,10-19歳,3,0,3,3
15000,新潟県,female_20_29,女,20-29歳,0,1,-1,1
15000,新潟県,female_30_39,女,30-39歳,3,3,0,0
15000,新潟県,female_40_49,女,40-49歳,1,1,0,0
15000,新潟県,female_50_59,女,50-59歳,2,0,2,2
15000,新潟県,female_60_plus,女,60歳以上,0,1,-1,1
15000,新潟県,female_unknown,女,不詳/その他,0,0,0,0
47000,沖縄県,both_total,総数,総数,75,78,-3,3
47000,沖縄県,both_0_9,総数,0-9歳,11,9,2,2
47000,沖縄県,both_10_19,総数,10-19歳,5,3,2,2
47000,沖縄県,both_20_29,総数,20-29歳,21,26,-5,5
47000,沖縄県,both_30_39,総数,30-39歳,19,11,8,8
47000,沖縄県,both_40_49,総数,40-49歳,8,17,-9,9
47000,沖縄県,both_50_59,総数,50-59歳,10,8,2,2
47000,沖縄県,both_60_plus,総数,60歳以上,1,4,-3,3
47000,沖縄県,both_unknown,総数,不詳/その他,0,0,0,0
47000,沖縄県,male_total,男,総数,49,40,9,9
47000,沖縄県,male_0_9,男,0-9歳,6,1,5,5
47000,沖縄県,male_10_19,男,10-19歳,3,0,3,3
47000,沖縄県,male_20_29,男,20-29歳,12,12,0,0
47000,沖縄県,male_30_39,男,30-39歳,14,9,5,5
47000,沖縄県,male_40_49,男,40-49歳,6,12,-6,6
47000,沖縄県,male_50_59,男,50-59歳,8,5,3,3
47000,沖縄県,male_60_plus,男,60歳以上,0,1,-1,1
47000,沖縄県,male_unknown,男,不詳/その他,0,0,0,0
47000,沖縄県,female_total,女,総数,26,38,-12,12
47000,沖縄県,female_0_9,女,0-9歳,5,8,-3,3
47000,沖縄県,female_10_19,女,10-19歳,2,3,-1,1
47000,沖縄県,female_20_29,女,20-29歳,9,14,-5,5
47000,沖縄県,female_30_39,女,30-39歳,5,2,3,3
47000,沖縄県,female_40_49,女,40-49歳,2,5,-3,3
47000,沖縄県,female_50_59,女,50-59歳,2,3,-1,1
47000,沖縄県,female_60_plus,女,60歳以上,1,3,-2,2
47000,沖縄県,female_unknown,女,不詳/その他,0,0,0,0
01214,稚内市,both_total,総数,総数,21,22,-1,1
01214,稚内市,both_0_9,総数,0-9歳,3,2,1,1
01214,稚内市,both_10_19,総数,10-19歳,0,0,0,0
01214,稚内市,both_20_29,総数,20-29歳,6,8,-2,2
01214,稚内市,both_30_39,総数,30-39歳,7,7,0,0
01214,稚内市,both_40_49,総数,40-49歳,2,3,-1,1
01214,稚内市,both_50_59,総数,50-59歳,1,1,0,0
01214,稚内市,both_60_plus,総数,60歳以上,2,1,1,1
01214,稚内市,both_unknown,総数,不詳/その他,0,0,0,0
01214,稚内市,male_total,男,総数,16,16,0,0
01214,稚内市,male_0_9,男,0-9歳,2,1,1,1
01214,稚内市,male_10_19,男,10-19歳,0,0,0,0
01214,稚内市,male_20_29,男,20-29歳,5,4,1,1
01214,稚内市,male_30_39,男,30-39歳,5,7,-2,2
01214,稚内市,male_40_49,男,40-49歳,2,2,0,0
01214,稚内市,male_50_59,男,50-59歳,1,1,0,0
01214,稚内市,male_60_plus,男,60歳以上,1,1,0,0
01214,稚内市,male_unknown,男,不詳/その他,0,0,0,0
01214,稚内市,female_total,女,総数,5,6,-1,1
01214,稚内市,female_0_9,女,0-9歳,1,1,0,0
01214,稚内市,female_10_19,女,10-19歳,0,0,0,0
01214,稚内市,female_20_29,女,20-29歳,1,4,-3,3
01214,稚内市,female_30_39,女,30-39歳,2,0,2,2
01214,稚内市,female_40_49,女,40-49歳,0,1,-1,1
01214,稚内市,female_50_59,女,50-59歳,0,0,0,0
01214,稚内市,female_60_plus,女,60歳以上,1,0,1,1
01214,稚内市,female_unknown,女,不詳/その他,0,0,0,0
01221,名寄市,both_total,総数,総数,30,29,1,1
01221,名寄市,both_0_9,総数,0-9歳,3,4,-1,1
01221,名寄市,both_10_19,総数,10-19歳,4,13,-9,9
01221,名寄市,both_20_29,総数,20-29歳,8,6,2,2
01221,名寄市,both_30_39,総数,30-39歳,9,3,6,6
01221,名寄市,both_40_49,総数,40-49歳,5,3,2,2
01221,名寄市,both_50_59,総数,50-59歳,1,0,1,1
01221,名寄市,both_60_plus,総数,60歳以上,0,0,0,0
01221,名寄市,both_unknown,総数,不詳/その他,0,0,0,0
01221,名寄市,male_total,男,総数,18,23,-5,5
01221,名寄市,male_0_9,男,0-9歳,1,3,-2,2
01221,名寄市,male_10_19,男,10-19歳,1,11,-10,10
01221,名寄市,male_20_29,男,20-29歳,5,5,0,0
01221,名寄市,male_30_39,男,30-39歳,7,1,6,6
01221,名寄市,male_40_49,男,40-49歳,3,3,0,0
01221,名寄市,male_50_59,男,50-59歳,1,0,1,1
01221,名寄市,male_60_plus,男,60歳以上,0,0,0,0
01221,名寄市,male_unknown,男,不詳/その他,0,0,0,0
01221,名寄市,female_total,女,総数,12,6,6,6
01221,名寄市,female_0_9,女,0-9歳,2,1,1,1
01221,名寄市,female_10_19,女,10-19歳,3,2,1,1
01221,名寄市,female_20_29,女,20-29歳,3,1,2,2
01221,名寄市,female_30_39,女,30-39歳,2,2,0,0
01221,名寄市,female_40_49,女,40-49歳,2,0,2,2
01221,名寄市,female_50_59,女,50-59歳,0,0,0,0
01221,名寄市,female_60_plus,女,60歳以上,0,0,0,0
01221,名寄市,female_unknown,女,不詳/その他,0,0,0,0
01429,栗山町,both_total,総数,総数,13,12,1,1
01429,栗山町,both_0_9,総数,0-9歳,1,0,1,1
01429,栗山町,both_10_19,総数,10-19歳,2,0,2,2
01429,栗山町,both_20_29,総数,20-29歳,3,6,-3,3
01429,栗山町,both_30_39,総数,30-39歳,1,1,0,0
01429,栗山町,both_40_49,総数,40-49歳,0,1,-1,1
01429,栗山町,both_50_59,総数,50-59歳,4,2,2,2
01429,栗山町,both_60_plus,総数,60歳以上,2,2,0,0
01429,栗山町,both_unknown,総数,不詳/その他,0,0,0,0
01429,栗山町,male_total,男,総数,7,7,0,0
01429,栗山町,male_0_9,男,0-9歳,0,0,0,0
01429,栗山町,male_10_19,男,10-19歳,1,0,1,1
01429,栗山町,male_20_29,男,20-29歳,2,3,-1,1
01429,栗山町,male_30_39,男,30-39歳,0,1,-1,1
01429,栗山町,male_40_49,男,40-49歳,0,1,-1,1
01429,栗山町,male_50_59,男,50-59歳,2,1,1,1
01429,栗山町,male_60_plus,男,60歳以上,2,1,1,1
01429,栗山町,male_unknown,男,不詳/その他,0,0,0,0
01429,栗山町,female_total,女,総数,6,5,1,1
01429,栗山町,female_0_9,女,0-9歳,1,0,1,1
01429,栗山町,female_10_19,女,10-19歳,1,0,1,1
01429,栗山町,female_20_29,女,20-29歳,1,3,-2,2
01429,栗山町,female_30_39,女,30-39歳,1,0,1,1
01429,栗山町,female_40_49,女,40-49歳,0,0,0,0
01429,栗山町,female_50_59,女,50-59歳,2,1,1,1
01429,栗山町,female_60_plus,女,60歳以上,0,1,-1,1
01429,栗山町,female_unknown,女,不詳/その他,0,0,0,0
19000,山梨県,both_total,総数,総数,11,12,-1,1
19000,山梨県,both_0_9,総数,0-9歳,0,0,0,0
19000,山梨県,both_10_19,総数,10-19歳,5,1,4,4
19000,山梨県,both_20_29,総数,20-29歳,1,8,-7,7
19000,山梨県,both_30_39,総数,30-39歳,3,0,3,3
19000,山梨県,both_40_49,総数,40-49歳,0,3,-3,3
19000,山梨県,both_50_59,総数,50-59歳,1,0,1,1
19000,山梨県,both_60_plus,総数,60歳以上,1,0,1,1
19000,山梨県,both_unknown,総数,不詳/その他,0,0,0,0
19000,山梨県,male_total,男,総数,10,10,0,0
19000,山梨県,male_0_9,男,0-9歳,0,0,0,0
19000,山梨県,male_10_19,男,10-19歳,4,1,3,3
19000,山梨県,male_20_29,男,20-29歳,1,7,-6,6
19000,山梨県,male_30_39,男,30-39歳,3,0,3,3
19000,山梨県,male_40_49,男,40-49歳,0,2,-2,2
19000,山梨県,male_50_59,男,50-59歳,1,0,1,1
19000,山梨県,male_60_plus,男,60歳以上,1,0,1,1
19000,山梨県,male_unknown,男,不詳/その他,0,0,0,0
19000,山梨県,female_total,女,総数,1,2,-1,1
19000,山梨県,female_0_9,女,0-9歳,0,0,0,0
19000,山梨県,female_10_19,女,10-19歳,1,0,1,1
19000,山梨県,female_20_29,女,20-29歳,0,1,-1,1
19000,山梨県,female_30_39,女,30-39歳,0,0,0,0
19000,山梨県,female_40_49,女,40-49歳,0,1,-1,1
19000,山梨県,female_50_59,女,50-59歳,0,0,0,0
19000,山梨県,female_60_plus,女,60歳以上,0,0,0,0
19000,山梨県,female_unknown,女,不詳/その他,0,0,0,0
21000,岐阜県,both_total,総数,総数,28,29,-1,1
21000,岐阜県,both_0_9,総数,0-9歳,2,3,-1,1
21000,岐阜県,both_10_19,総数,10-19歳,2,2,0,0
21000,岐阜県,both_20_29,総数,20-29歳,10,11,-1,1
21000,岐阜県,both_30_39,総数,30-39歳,8,9,-1,1
21000,岐阜県,both_40_49,総数,40-49歳,5,3,2,2
21000,岐阜県,both_50_59,総数,50-59歳,0,1,-1,1
21000,岐阜県,both_60_plus,総数,60歳以上,1,0,1,1
21000,岐阜県,both_unknown,総数,不詳/その他,0,0,0,0
21000,岐阜県,male_total,男,総数,17,15,2,2
21000,岐阜県,male_0_9,男,0-9歳,0,1,-1,1
21000,岐阜県,male_10_19,男,10-19歳,2,0,2,2
21000,岐阜県,male_20_29,男,20-29歳,5,6,-1,1
21000,岐阜県,male_30_39,男,30-39歳,7,6,1,1
21000,岐阜県,male_40_49,男,40-49歳,3,1,2,2
21000,岐阜県,male_50_59,男,50-59歳,0,1,-1,1
21000,岐阜県,male_60_plus,男,60歳以上,0,0,0,0
21000,岐阜県,male_unknown,男,不詳/その他,0,0,0,0
21000,岐阜県,female_total,女,総数,11,14,-3,3
21000,岐阜県,female_0_9,女,0-9歳,2,2,0,0
21000,岐阜県,female_10_19,女,10-19歳,0,2,-2,2
21000,岐阜県,female_20_29,女,20-29歳,5,5,0,0
21000,岐阜県,female_30_39,女,30-39歳,1,3,-2,2
21000,岐阜県,female_40_49,女,40-49歳,2,2,0,0
21000,岐阜県,female_50_59,女,50-59歳,0,0,0,0
21000,岐阜県,female_60_plus,女,60歳以上,1,0,1,1
21000,岐阜県,female_unknown,女,不詳/その他,0,0,0,0
01203,小樽市,both_total,総数,総数,34,34,0,0
01203,小樽市,both_0_9,総数,0-9歳,0,0,0,0
01203,小樽市,both_10_19,総数,10-19歳,6,6,0,0
01203,小樽市,both_20_29,総数,20-29歳,12,13,-1,1
01203,小樽市,both_30_39,総数,30-39歳,3,4,-1,1
01203,小樽市,both_40_49,総数,40-49歳,2,1,1,1
01203,小樽市,both_50_59,総数,50-59歳,4,7,-3,3
01203,小樽市,both_60_plus,総数,60歳以上,7,3,4,4
01203,小樽市,both_unknown,総数,不詳/その他,0,0,0,0
01203,小樽市,male_total,男,総数,18,17,1,1
01203,小樽市,male_0_9,男,0-9歳,0,0,0,0
01203,小樽市,male_10_19,男,10-19歳,3,2,1,1
01203,小樽市,male_20_29,男,20-29歳,6,5,1,1
01203,小樽市,male_30_39,男,30-39歳,2,3,-1,1
01203,小樽市,male_40_49,男,40-49歳,1,1,0,0
01203,小樽市,male_50_59,男,50-59歳,2,3,-1,1
01203,小樽市,male_60_plus,男,60歳以上,4,3,1,1
01203,小樽市,male_unknown,男,不詳/その他,0,0,0,0
01203,小樽市,female_total,女,総数,16,17,-1,1
01203,小樽市,female_0_9,女,0-9歳,0,0,0,0
01203,小樽市,female_10_19,女,10-19歳,3,4,-1,1
01203,小樽市,female_20_29,女,20-29歳,6,8,-2,2
01203,小樽市,female_30_39,女,30-39歳,1,1,0,0
01203,小樽市,female_40_49,女,40-49歳,1,0,1,1
01203,小樽市,female_50_59,女,50-59歳,2,4,-2,2
01203,小樽市,female_60_plus,女,60歳以上,3,0,3,3
01203,小樽市,female_unknown,女,不詳/その他,0,0,0,0
01211,網走市,both_total,総数,総数,22,22,0,0
01211,網走市,both_0_9,総数,0-9歳,1,1,0,0
01211,網走市,both_10_19,総数,10-19歳,2,3,-1,1
01211,網走市,both_20_29,総数,20-29歳,5,8,-3,3
01211,網走市,both_30_39,総数,30-39歳,5,4,1,1
01211,網走市,both_40_49,総数,40-49歳,3,3,0,0
01211,網走市,both_50_59,総数,50-59歳,4,2,2,2
01211,網走市,both_60_plus,総数,60歳以上,2,1,1,1
01211,網走市,both_unknown,総数,不詳/その他,0,0,0,0
01211,網走市,male_total,男,総数,13,13,0,0
01211,網走市,male_0_9,男,0-9歳,1,1,0,0
01211,網走市,male_10_19,男,10-19歳,1,1,0,0
01211,網走市,male_20_29,男,20-29歳,1,6,-5,5
01211,網走市,male_30_39,男,30-39歳,4,2,2,2
01211,網走市,male_40_49,男,40-49歳,1,2,-1,1
01211,網走市,male_50_59,男,50-59歳,4,1,3,3
01211,網走市,male_60_plus,男,60歳以上,1,0,1,1
01211,網走市,male_unknown,男,不詳/その他,0,0,0,0
01211,網走市,female_total,女,総数,9,9,0,0
01211,網走市,female_0_9,女,0-9歳,0,0,0,0
01211,網走市,female_10_19,女,10-19歳,1,2,-1,1
01211,網走市,female_20_29,女,20-29歳,4,2,2,2
01211,網走市,female_30_39,女,30-39歳,1,2,-1,1
01211,網走市,female_40_49,女,40-49歳,2,1,1,1
01211,網走市,female_50_59,女,50-59歳,0,1,-1,1
01211,網走市,female_60_plus,女,60歳以上,1,1,0,0
01211,網走市,female_unknown,女,不詳/その他,0,0,0,0
01578,白老町,both_total,総数,総数,15,15,0,0
01578,白老町,both_0_9,総数,0-9歳,1,1,0,0
01578,白老町,both_10_19,総数,10-19歳,1,0,1,1
01578,白老町,both_20_29,総数,20-29歳,8,6,2,2
01578,白老町,both_30_39,総数,30-39歳,3,0,3,3
01578,白老町,both_40_49,総数,40-49歳,1,0,1,1
01578,白老町,both_50_59,総数,50-59歳,0,2,-2,2
01578,白老町,both_60_plus,総数,60歳以上,1,6,-5,5
01578,白老町,both_unknown,総数,不詳/その他,0,0,0,0
